id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
53574106,901861663,2022-03-23,,within an hour,95%,99%,f,Brighton Park,8,10,"['email', 'phone']",t,t,Brighton Park,41.82665,-87.69208,Private room in rental unit,Private room,4,1.5 shared baths,1.0,$25.00,2,30,2,2,1125,1125,2.0,1125.0,t,25,55,85,253,41,16,1,2022-04-03,2023-11-22,4.44,4.46,4.27,4.54,4.59,4.24,4.37,t,8,0,8,0,1.97
46372054,221450410,2017-01-09,"Houston, TX",within a day,80%,52%,f,Garfield Park,5,17,"['email', 'phone']",t,t,West Garfield Park,41.87745,-87.72262,Private room in home,Private room,2,1 bath,1.0,$42.00,30,1125,30,30,1125,1125,30.0,1125.0,t,0,21,51,141,5,1,0,2019-09-05,2023-10-30,4.4,4.0,3.8,5.0,4.4,3.4,4.2,f,5,0,5,0,0.1
924615750437109038,981668095,2022-12-09,,,,,f,North Mayfair,1,1,"['email', 'phone']",t,t,Albany Park,41.97303369999999,-87.74405759999999,Entire rental unit,Entire home/apt,10,1.5 baths,3.0,$160.00,32,365,32,32,365,365,32.0,365.0,t,29,59,89,179,0,0,0,,,,,,,,,,f,1,1,0,0,
879041421089228747,987305643,2022-12-31,,within an hour,100%,100%,f,West Englewood,1,3,"['email', 'phone']",f,t,West Englewood,41.78577629999999,-87.6677831,Entire home,Entire home/apt,7,2 baths,4.0,$147.00,1,1125,2,2,1125,1125,2.0,1125.0,t,18,44,68,322,34,34,4,2023-03-13,2023-12-15,4.74,4.85,4.91,4.82,4.85,3.97,4.76,t,1,1,0,0,3.63
678151695599668865,263261906,2017-05-23,"San Diego, CA",within a few hours,100%,95%,f,Lake View,4,4,"['email', 'phone']",t,t,Lake View,41.9330454,-87.6686985,Entire rental unit,Entire home/apt,4,1 bath,2.0,$105.00,32,365,32,32,365,365,32.0,365.0,t,0,0,6,281,1,1,1,2023-11-27,2023-11-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,4,4,0,0,1.0
564759898693760657,22027534,2014-01-04,"Chicago, IL",within an hour,100%,99%,t,Logan Square,4,4,"['email', 'phone']",t,t,Logan Square,41.92698,-87.71407,Entire rental unit,Entire home/apt,6,1 bath,3.0,$136.00,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,209,40,2,2019-09-13,2023-12-04,4.82,4.87,4.82,4.86,4.9,4.86,4.78,f,2,2,0,0,4.02
997143449000174498,870210386,2021-12-07,"Chicago, IL",within an hour,99%,99%,f,Near South Side,42,65,"['email', 'phone']",t,f,Near North Side,41.89288,-87.63099,Entire rental unit,Entire home/apt,6,1.5 baths,3.0,$234.00,2,1125,2,2,2,1125,2.0,87.1,t,9,28,43,205,8,7,1,2022-10-25,2023-11-19,4.5,4.88,4.75,4.0,4.38,4.88,4.5,f,41,36,5,0,0.57
896891278930299117,960682634,2022-09-20,"Chicago, IL",within an hour,100%,87%,t,Portage Park,10,10,"['email', 'phone']",t,t,Lake View,41.94062,-87.66925,Entire rental unit,Entire home/apt,4,1 bath,2.0,$42.00,1,90,2,2,1125,1125,2.0,1125.0,t,28,52,79,169,37,35,2,2022-10-26,2023-11-27,4.84,4.95,4.86,4.7,4.89,4.86,4.81,f,10,10,0,0,2.65
43778066,253955538,2017-04-21,"Chicago, IL",,,,f,Garfield Ridge,1,2,"['email', 'phone']",t,t,Garfield Ridge,41.80686,-87.74087,Entire rental unit,Entire home/apt,4,1 bath,2.0,$200.00,32,1125,32,32,1125,1125,32.0,1125.0,t,0,0,0,0,0,0,0,,,,,,,,,,f,1,1,0,0,
636323240073035575,193461374,2016-09-25,"Chicago, IL",within an hour,100%,100%,f,Uptown,31,31,"['email', 'phone']",t,t,Portage Park,41.9626656,-87.7559615,Entire rental unit,Entire home/apt,2,1 bath,1.0,$65.00,2,120,2,3,1125,1125,2.3,1125.0,t,16,40,69,159,18,18,2,2023-03-26,2023-12-02,4.56,4.83,4.67,4.83,5.0,4.5,4.78,t,28,28,0,0,2.01
1044296701223288415,760775794,2020-12-16,,within a day,88%,80%,f,Near West Side,44,44,"['email', 'phone']",t,t,Lincoln Park,41.93159,-87.66953,Private room in rental unit,Private room,2,1 bath,1.0,$36.00,32,730,32,32,730,730,32.0,730.0,t,30,60,90,365,0,0,0,,,,,,,,,,f,44,2,42,0,
732668189725425921,177094787,2016-08-07,,within an hour,99%,97%,t,Lower West Side,11,11,"['email', 'phone']",t,t,Lower West Side,41.848287,-87.6863985,Entire rental unit,Entire home/apt,8,2.5 baths,4.0,$164.00,1,365,2,2,365,365,2.0,365.0,t,0,0,0,0,16,16,2,2023-08-06,2023-11-26,5.0,5.0,4.94,5.0,5.0,4.65,5.0,f,11,11,0,0,3.56
31836712,3126695,2012-01-03,"Chicago, IL",within an hour,100%,94%,t,Wicker Park,1,1,"['email', 'phone', 'work_email']",t,t,West Town,41.90433,-87.67694,Entire home,Entire home/apt,14,3 baths,7.0,$256.00,1,365,2,2,365,365,2.0,365.0,t,0,0,0,0,94,33,0,2020-01-31,2023-10-29,4.74,4.8,4.45,4.81,4.92,4.94,4.65,t,1,1,0,0,1.99
48468286,1367206,2011-06-09,"Chicago, IL",within an hour,100%,99%,t,Roscoe Village,24,38,"['email', 'phone', 'work_email']",t,t,Lincoln Park,41.91289,-87.63864,Entire rental unit,Entire home/apt,10,2 baths,4.0,$298.00,32,1125,32,32,1125,1125,32.0,1125.0,t,26,56,86,361,86,0,0,2015-06-05,2022-08-11,4.78,4.78,4.89,4.79,4.62,4.95,4.65,t,23,23,0,0,0.83
50177249,486071274,2019-02-13,"Skokie, IL",within an hour,100%,100%,f,Near South Side,42,45,"['email', 'phone']",t,t,West Town,41.89172084130558,-87.66119008721472,Entire rental unit,Entire home/apt,4,1 bath,2.0,$109.00,2,365,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,14,14,0,2023-01-16,2023-11-06,5.0,5.0,4.8,4.93,5.0,4.93,4.8,t,42,42,0,0,1.25
539646365690240107,734822179,2020-09-13,"Chicago, IL",within a few hours,75%,0%,f,Lower West Side,29,30,"['email', 'phone']",t,t,East Garfield Park,41.88295,-87.69518,Private room in home,Private room,2,1 shared bath,1.0,$38.00,32,1125,32,32,1125,1125,32.0,1125.0,t,30,60,90,365,1,0,0,2021-04-30,2021-04-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,29,1,28,0,0.03
45609760,94345291,2015-10-22,"Chicago, IL",within an hour,100%,98%,f,Bucktown,55,58,"['email', 'phone', 'work_email']",t,t,Logan Square,41.91560544238145,-87.67208084840846,Entire guesthouse,Entire home/apt,4,1 bath,2.0,$75.00,2,180,2,2,180,180,2.0,180.0,t,9,39,62,327,294,21,4,2018-01-06,2023-12-02,4.57,4.65,4.61,4.55,4.62,4.83,4.54,f,55,55,0,0,4.06
960992117793772777,477629466,2019-01-24,,within a few hours,100%,99%,t,Uptown,3,4,"['email', 'phone']",t,t,Douglas,41.84031,-87.61662,Entire rental unit,Entire home/apt,2,1 bath,1.0,$95.00,3,28,2,3,1125,1125,2.3,1125.0,t,21,46,69,69,49,32,2,2022-06-18,2023-11-30,4.96,4.96,4.94,4.84,4.96,4.76,4.84,t,2,2,0,0,2.68
887004852520689266,52036574,2015-01-12,"Chicago, IL",within an hour,100%,83%,f,Lincoln Square,1,4,['phone'],t,t,Lincoln Square,41.968413384159824,-87.6906724746621,Entire rental unit,Entire home/apt,4,1 bath,2.0,$324.00,2,365,2,2,365,365,2.0,365.0,t,25,55,85,360,3,3,0,2023-10-22,2023-11-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,1.55
744991422152540096,352458899,2018-03-02,,within an hour,100%,99%,f,River North,8,8,"['email', 'phone']",t,t,Near North Side,41.892208,-87.627495,Room in boutique hotel,Private room,2,1 private bath,2.0,$107.00,1,29,32,32,99,99,32.0,99.0,t,30,58,88,304,51,7,0,2021-01-01,2023-07-17,4.82,4.88,4.9,4.96,4.92,4.96,4.75,t,8,0,7,0,1.41
3946324,918916135,2022-05-16,"Chicago, IL",within an hour,100%,85%,t,Avondale,9,9,"['email', 'phone']",t,t,Avondale,41.93518,-87.71995,Entire rental unit,Entire home/apt,4,2 baths,2.0,$55.00,1,90,2,2,1125,1125,2.0,1125.0,t,24,54,84,174,46,33,1,2022-07-14,2023-11-25,4.93,4.89,4.83,4.87,4.96,4.83,4.72,f,9,9,0,0,2.64
49699207,277616571,2017-07-05,"Chicago, IL",within an hour,100%,100%,t,Uptown,1,3,"['email', 'phone']",t,t,Uptown,41.96871,-87.6574,Entire rental unit,Entire home/apt,4,1 bath,2.0,$123.00,2,7,2,2,1125,1125,2.0,1125.0,t,17,37,59,129,251,34,1,2018-11-15,2023-12-03,4.97,4.99,4.92,4.99,4.98,4.97,4.96,f,1,1,0,0,4.05
54280257,1029553102,2023-05-14,"Chicago, IL",within an hour,100%,100%,f,Bridgeport,62,68,"['email', 'phone']",t,t,Bridgeport,41.82964172254568,-87.64469755386565,Private room in rental unit,Private room,2,1 bath,1.0,$39.00,1,365,2,2,1125,1125,2.0,1125.0,t,15,45,75,254,0,0,0,,,,,,,,,,t,61,0,61,0,
19144279,71609103,2015-06-14,,within an hour,100%,100%,f,Near North Side,4,6,['phone'],t,t,Near North Side,41.9074832726101,-87.63306624056045,Entire rental unit,Entire home/apt,2,1 bath,1.0,$65.00,32,365,32,32,365,365,32.0,365.0,t,27,57,87,256,13,13,1,2023-07-31,2023-12-16,4.69,4.85,4.69,4.92,4.85,4.92,4.69,t,4,4,0,0,2.77
1019331705865483537,790998106,2021-04-04,"Chicago, IL",within an hour,100%,100%,t,Near South Side,74,75,"['email', 'phone']",t,t,Near South Side,41.85526,-87.62526,Entire rental unit,Entire home/apt,6,2 baths,4.0,$149.00,2,365,2,2,1125,1125,2.0,1125.0,t,30,55,83,342,8,8,1,2023-09-04,2023-11-24,4.88,4.88,4.88,4.88,4.88,4.63,4.75,t,74,74,0,0,2.26
966192555283794780,205312998,2016-11-06,"Chicago, IL",within an hour,100%,89%,t,West Town,1,2,"['email', 'phone', 'work_email']",t,t,West Town,41.89368,-87.65719,Private room in rental unit,Private room,2,1 shared bath,2.0,$78.00,2,180,2,2,180,180,2.0,180.0,t,21,35,35,35,36,9,0,2021-11-01,2023-10-21,4.78,4.83,4.56,5.0,4.89,4.86,4.72,f,1,0,1,0,1.39
1042571635504204045,222125407,2017-01-12,,within an hour,99%,100%,t,Lincoln Park,24,26,"['email', 'phone']",t,t,Edgewater,41.9979464,-87.66407389999999,Entire condo,Entire home/apt,4,2 baths,2.0,$122.00,2,28,2,2,1125,1125,2.0,1125.0,t,7,37,57,57,6,6,0,2023-02-02,2023-05-04,4.67,4.5,4.33,4.83,5.0,4.17,4.17,t,22,22,0,0,0.56
46639575,20691374,2013-11-30,"Chicago, IL",within an hour,100%,100%,f,Irving Park,1,1,"['email', 'phone']",t,t,Irving Park,41.94386583812398,-87.72842697148852,Entire rental unit,Entire home/apt,4,1 bath,2.0,$120.00,3,28,3,4,1125,1125,3.6,1125.0,t,0,0,0,0,6,6,2,2023-09-30,2023-11-29,4.29,4.57,4.86,4.71,4.86,4.71,4.57,t,1,1,0,0,2.25
931441231581735794,243439855,2017-03-20,United States,within an hour,95%,99%,f,Picadome,1670,2754,"['email', 'phone']",t,t,West Town,41.89528,-87.66283,Entire condo,Entire home/apt,4,1 bath,2.0,$111.00,2,1125,2,3,1125,1125,2.3,1125.0,t,28,58,88,363,11,11,0,2023-01-02,2023-10-30,4.36,4.27,4.09,4.36,4.36,4.36,4.0,t,51,51,0,0,0.94
45237690,1033459623,2023-05-26,"Chicago, IL",within an hour,100%,91%,t,Andersonville,10,10,"['email', 'phone']",t,t,Hermosa,41.92462606065232,-87.73130168992631,Entire rental unit,Entire home/apt,4,1 bath,2.0,$52.00,1,90,2,2,1125,1125,2.0,1125.0,t,27,51,81,170,8,8,2,2023-08-27,2023-12-06,4.88,4.88,4.88,4.38,5.0,4.25,4.88,f,10,10,0,0,2.11
30023762,50276775,2014-12-23,,within an hour,100%,97%,f,Clearwater Beach,1141,2346,"['email', 'phone']",t,t,Near North Side,41.89389,-87.61879,Room in hotel,Private room,8,2 baths,2.0,$525.00,1,365,1,1,1,999,1.0,726.0,t,18,43,54,161,0,0,0,,,,,,,,,,t,58,0,58,0,
7126,256531754,2017-04-30,"Niles, IL",within an hour,100%,98%,t,Pulaski Park,22,36,"['email', 'phone', 'work_email']",t,t,North Park,41.99236,-87.71524,Private room in home,Private room,1,1.5 shared baths,1.0,$29.00,2,180,2,2,1125,1125,2.0,1125.0,t,30,60,89,89,50,17,1,2020-09-23,2023-12-11,4.78,4.92,4.62,4.98,4.98,4.86,4.88,f,16,0,16,0,1.27
54094850,282122783,2017-07-18,"Chicago, IL",,,,f,Woodlawn,2,2,"['email', 'phone', 'work_email']",t,t,Woodlawn,41.77483,-87.58943,Entire townhouse,Entire home/apt,10,2.5 baths,8.0,$529.00,30,180,30,30,180,180,30.0,180.0,t,27,57,87,177,64,0,0,2018-07-29,2022-08-04,4.69,4.78,4.77,4.97,4.95,4.36,4.72,f,2,2,0,0,0.98
852127873461520438,124046111,2016-03-07,"Chicago, IL",within an hour,100%,100%,f,Rush & Division,2,2,"['email', 'phone']",t,t,Near North Side,41.89718,-87.62771,Entire rental unit,Entire home/apt,5,1 bath,4.0,$195.00,1,365,2,2,365,365,2.0,365.0,t,22,52,82,172,1,1,0,2023-10-14,2023-10-14,4.0,5.0,4.0,5.0,5.0,5.0,4.0,t,2,2,0,0,0.45
836107571644297879,214868994,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Near West Side,41.876791,-87.64762,Entire rental unit,Entire home/apt,4,1 bath,2.0,$239.00,32,1125,32,366,1125,1125,352.7,1125.0,t,23,53,83,358,0,0,0,,,,,,,,,,f,643,643,0,0,
997908215520829203,792542042,2021-04-09,,within a few hours,93%,99%,f,River North,73,100,"['email', 'phone', 'work_email']",t,f,Loop,41.88351,-87.6298,Entire serviced apartment,Entire home/apt,7,3 baths,4.0,$574.00,32,365,32,32,1125,1125,32.0,1125.0,t,0,0,0,0,2,1,0,2022-08-14,2022-12-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,40,40,0,0,0.12
42566771,5814655,2012-07-11,"Chicago, IL",within an hour,100%,95%,f,West Ridge,15,22,"['email', 'phone', 'work_email']",t,t,West Ridge,42.0168,-87.68771,Shared room in rental unit,Shared room,1,2 shared baths,1.0,$28.00,1,90,2,2,90,90,2.0,90.0,t,0,0,0,0,156,12,0,2014-08-21,2023-09-16,4.78,4.86,4.67,4.91,4.88,4.66,4.82,f,15,0,4,11,1.37
871723429809670757,177133870,2016-08-07,"San Francisco, CA",within an hour,99%,99%,f,Downtown Austin,207,230,"['email', 'phone', 'work_email']",t,t,Near North Side,41.89597,-87.63368,Entire rental unit,Entire home/apt,5,2 baths,4.0,$193.00,1,280,2,999,280,999,82.8,336.2,t,14,44,73,274,86,36,4,2021-07-24,2023-12-14,4.73,4.83,4.83,4.7,4.71,4.86,4.58,t,17,17,0,0,2.94
843787139984976260,394876054,2018-06-23,,within an hour,100%,100%,f,Greater Grand Crossing,2,2,"['email', 'phone']",t,t,North Lawndale,41.86629,-87.7168,Entire rental unit,Entire home/apt,8,2 baths,3.0,$250.00,2,1125,2,2,1125,1125,2.0,1125.0,t,30,60,90,180,18,1,0,2019-01-01,2023-10-08,4.39,4.39,4.44,4.39,4.78,3.83,4.11,f,2,2,0,0,0.3
7384649,60870867,2015-04-01,"Chicago, IL",within an hour,100%,99%,t,Avondale,2,2,"['email', 'phone']",t,t,Avondale,41.93585,-87.70986,Entire rental unit,Entire home/apt,6,1 bath,2.0,$133.00,2,1125,2,2,1125,1125,2.0,1125.0,t,26,56,86,347,118,30,1,2018-10-08,2023-11-25,4.97,4.98,4.98,4.94,4.94,4.88,4.81,f,2,2,0,0,1.87
13635380,214868994,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Near North Side,41.8945286,-87.63340520000003,Entire rental unit,Entire home/apt,2,1 bath,1.0,$152.00,32,1125,32,365,1125,1125,349.7,1125.0,t,0,0,0,260,0,0,0,,,,,,,,,,f,643,643,0,0,
911548979890562003,214868994,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Loop,41.8811213,-87.63199550000002,Entire rental unit,Entire home/apt,2,1 bath,1.0,$111.00,32,1125,32,366,1125,1125,354.2,1125.0,t,0,3,33,308,0,0,0,,,,,,,,,,f,643,643,0,0,
1000604199650595800,1003999175,2023-02-20,,within an hour,100%,99%,f,East Colorado Springs,3147,3995,"['email', 'phone']",t,t,Loop,41.88341,-87.63289,Room in hotel,Private room,2,1 bath,1.0,$399.00,1,1125,1,5,1,1125,1.0,511.3,t,30,60,90,357,0,0,0,,,,,,,,,,t,35,1,34,0,
50264446,154829447,2016-06-13,"Chicago, IL",a few days or more,7%,71%,f,Greater Grand Crossing,25,31,"['email', 'phone']",t,t,Near North Side,41.90648,-87.62741,Entire condo,Entire home/apt,16,1 bath,1.0,$244.00,32,365,32,32,365,365,32.0,365.0,t,30,60,90,365,0,0,0,,,,,,,,,,f,21,19,2,0,
726807225547644039,55096403,2015-02-10,"Chicago, IL",,,,f,,2,2,"['email', 'phone', 'work_email']",t,t,Uptown,41.95953,-87.65615,Entire rental unit,Entire home/apt,4,1 bath,3.0,$550.00,30,1124,30,30,1125,1125,30.0,1125.0,t,0,0,21,201,42,1,0,2017-05-06,2023-07-25,4.98,4.9,4.95,4.93,4.95,4.81,4.76,f,1,1,0,0,0.52
1028889458034729134,58137966,2015-03-09,"Chicago, IL",within an hour,100%,96%,f,Bridgeport,2,3,"['email', 'phone']",t,t,Bridgeport,41.83847,-87.6507,Entire home,Entire home/apt,12,2 baths,9.0,$247.00,1,365,2,4,1125,1125,2.1,1125.0,t,28,55,78,217,14,14,0,2023-06-06,2023-10-16,4.64,4.57,4.79,4.64,4.79,4.43,4.5,f,1,1,0,0,2.14
45153834,213618395,2016-12-10,"Chicago, IL",within an hour,100%,100%,t,West Ridge,1,2,"['email', 'phone']",t,t,West Ridge,42.00036,-87.68588,Entire condo,Entire home/apt,6,2 baths,5.0,$386.00,32,1125,32,32,1125,1125,32.0,1125.0,t,0,0,15,105,11,3,0,2020-08-26,2023-09-08,4.73,5.0,4.64,5.0,4.73,4.82,4.91,f,1,1,0,0,0.27
3292054,532837731,2019-06-05,,within an hour,100%,100%,t,Rogers Park,1,1,"['email', 'phone']",t,t,Rogers Park,42.00358,-87.65816,Entire rental unit,Entire home/apt,4,1 bath,1.0,$125.00,2,1125,2,2,1125,1125,2.0,1125.0,t,20,20,41,275,99,22,2,2020-06-30,2023-11-26,4.9,4.93,4.92,4.91,4.78,4.97,4.82,t,1,1,0,0,2.34
983343995333683082,57782651,2015-03-06,"Chicago, IL",within an hour,100%,100%,t,Logan Square,1,1,"['email', 'phone']",t,t,Logan Square,41.9282,-87.69431,Entire guesthouse,Entire home/apt,3,1 bath,2.0,$170.00,2,90,2,2,90,90,2.0,90.0,t,0,19,45,310,6,6,1,2023-05-31,2023-11-20,4.83,4.83,4.67,4.83,5.0,5.0,5.0,f,1,1,0,0,0.89
602944471654340002,734822179,2020-09-13,"Chicago, IL",within a few hours,75%,0%,f,Lower West Side,29,30,"['email', 'phone']",t,t,East Garfield Park,41.88482,-87.69603,Private room in home,Private room,2,1 shared bath,1.0,$38.00,32,1125,32,32,1125,1125,32.0,1125.0,t,30,60,90,365,0,0,0,,,,,,,,,,f,29,1,28,0,
723075296687659628,1088396839,2023-10-30,,within an hour,100%,80%,f,Rogers Park,3,4,"['email', 'phone']",f,f,Rogers Park,42.0030841179476,-87.67223326226323,Entire rental unit,Entire home/apt,2,1 bath,1.0,$64.00,32,365,32,32,365,365,32.0,365.0,t,15,15,15,111,0,0,0,,,,,,,,,,f,2,2,0,0,
978916872596928484,256531754,2017-04-30,"Niles, IL",within an hour,100%,98%,t,Pulaski Park,22,36,"['email', 'phone', 'work_email']",t,t,Norwood Park,41.99649,-87.79205,Private room in rental unit,Private room,1,1 shared bath,1.0,$29.00,2,180,2,2,1125,1125,2.0,1125.0,t,25,55,84,84,39,22,1,2020-06-14,2023-11-25,4.9,4.85,4.79,4.92,4.92,4.9,4.82,f,16,0,16,0,0.91
8485642,937760759,2022-07-11,,,,100%,f,Clearing,1,2,"['email', 'phone']",t,t,Clearing,41.7753629,-87.7500599,Shared room in home,Shared room,4,1 shared bath,2.0,$32.00,32,100,32,32,100,100,32.0,100.0,t,30,60,90,365,7,2,1,2022-08-21,2023-11-18,4.57,4.71,4.14,5.0,4.86,4.86,4.57,f,1,0,0,1,0.43
549225909050662091,935792234,2022-07-05,"Chicago, IL",within an hour,100%,98%,t,Wrigleyville,1,1,"['email', 'phone']",t,t,Lake View,41.94898,-87.65887,Entire condo,Entire home/apt,14,2 baths,8.0,$381.00,3,365,2,3,1125,1125,2.6,1125.0,t,0,0,0,0,42,34,2,2022-08-28,2023-11-26,4.95,4.98,4.91,4.98,5.0,5.0,4.93,t,1,1,0,0,2.64
966002292727231451,107929811,2016-01-09,"Chicago, IL",within an hour,100%,99%,t,Lincoln Park,45,47,"['email', 'phone', 'work_email']",t,t,Lincoln Park,41.93051,-87.64477,Entire serviced apartment,Entire home/apt,6,2 baths,3.0,$304.00,3,365,2,4,1125,1125,3.1,1125.0,t,20,50,80,295,19,2,0,2021-07-05,2023-08-16,4.79,4.74,4.79,4.74,4.79,4.79,4.47,t,22,22,0,0,0.64
28132761,1382147,2011-06-11,"Chicago, IL",within a few hours,100%,87%,f,Englewood,22,45,"['email', 'phone']",t,t,South Shore,41.75908,-87.5785,Shared room in rental unit,Shared room,1,1 shared bath,1.0,$39.00,28,365,28,28,365,365,28.0,365.0,t,29,59,89,364,1,1,0,2023-09-14,2023-09-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,f,22,0,2,20,0.31
15355696,354377047,2018-03-07,"Chicago, IL",within an hour,100%,91%,f,River North,59,66,"['email', 'phone', 'work_email']",t,t,Near North Side,41.89039,-87.63844,Entire serviced apartment,Entire home/apt,4,2 baths,2.0,$217.00,2,28,2,3,731,731,2.0,731.0,t,30,60,90,184,53,41,5,2021-08-08,2023-12-11,4.72,4.7,4.81,4.79,4.72,4.89,4.38,t,58,58,0,0,1.84
711021620651724048,890405643,2022-02-15,"Chicago, IL",within an hour,100%,97%,f,Sheffield & DePaul,1,2,"['email', 'phone']",t,t,Lincoln Park,41.92265,-87.65416,Entire rental unit,Entire home/apt,14,2.5 baths,5.0,$221.00,2,31,2,2,1125,1125,2.0,1125.0,t,24,48,78,250,44,44,3,2022-12-27,2023-12-03,4.68,4.68,4.57,4.82,4.86,4.95,4.68,f,1,1,0,0,3.7
965210760580826273,35776487,2014-07-09,"Chicago, IL",within an hour,88%,100%,t,Chinatown,7,11,"['email', 'phone']",t,t,Armour Square,41.85322,-87.63686,Entire condo,Entire home/apt,12,2.5 baths,6.0,$800.00,32,365,32,32,1125,1125,32.0,1125.0,t,2,32,62,62,0,0,0,,,,,,,,,,t,7,7,0,0,
52264184,760775794,2020-12-16,,within a day,88%,80%,f,Near West Side,44,44,"['email', 'phone']",t,t,Near West Side,41.86769,-87.66318,Private room in rental unit,Private room,2,1 bath,1.0,$45.00,32,730,32,32,730,730,32.0,730.0,t,30,60,90,365,0,0,0,,,,,,,,,,f,44,2,42,0,
19719550,486071274,2019-02-13,"Skokie, IL",within an hour,100%,100%,f,Near South Side,42,45,"['email', 'phone']",t,t,Near South Side,41.85592,-87.6257,Entire rental unit,Entire home/apt,6,2 baths,3.0,$158.00,2,365,2,3,1125,1125,2.0,1125.0,t,30,60,90,362,23,20,1,2022-09-07,2023-12-12,4.96,4.91,4.91,4.74,5.0,4.96,4.83,t,42,42,0,0,1.47
736925559450407854,672626610,2020-02-15,"Chicago, IL",within an hour,100%,98%,t,Bronzeville,3,6,"['email', 'phone']",t,t,Grand Boulevard,41.820292997952905,-87.6105976706665,Entire rental unit,Entire home/apt,4,1 bath,3.0,$145.00,1,30,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,10,10,1,2023-05-29,2023-11-19,4.82,4.82,5.0,5.0,5.0,4.82,4.36,f,3,3,0,0,1.47
41042258,930857847,2022-06-21,"Chicago, IL",within an hour,100%,98%,t,Logan Square,10,13,"['email', 'phone']",t,t,Grand Boulevard,41.80458,-87.61473,Entire home,Entire home/apt,9,3.5 baths,6.0,$202.00,2,365,2,4,365,365,2.0,365.0,t,19,49,78,247,0,0,0,,,,,,,,,,f,7,7,0,0,
892300665013090229,748458170,2020-11-02,"Chicago, IL",within an hour,100%,100%,f,Rogers Park,1,1,"['email', 'phone']",t,t,Rogers Park,42.00927038151074,-87.66276815137677,Entire rental unit,Entire home/apt,2,1 bath,1.0,$100.00,1,14,2,2,14,14,2.0,14.0,t,0,0,0,0,4,4,0,2023-09-03,2023-10-09,5.0,5.0,5.0,5.0,5.0,5.0,4.6,t,1,1,0,0,1.12
30816729,695595927,2020-05-27,"Chicago, IL",within an hour,100%,100%,f,Near South Side,1,10,"['email', 'phone']",t,t,Near South Side,41.86434,-87.62489,Private room in minsu,Private room,1,1 shared bath,1.0,$49.00,1,365,2,2,2,1125,2.0,29.6,t,29,59,89,179,43,40,0,2022-11-25,2023-11-14,4.7,4.86,4.33,4.84,4.84,4.88,4.72,t,1,0,1,0,3.32
44557865,24542190,2014-02-15,"Chicago, IL",within a day,50%,86%,f,Logan Square,2,3,['phone'],t,f,Logan Square,41.91770594394291,-87.70277843413332,Entire rental unit,Entire home/apt,4,1 bath,2.0,$170.00,2,365,2,2,365,365,2.0,365.0,t,0,0,0,8,4,4,0,2023-05-28,2023-08-06,4.75,4.75,4.5,5.0,4.75,4.75,4.75,f,2,2,0,0,0.59
53270101,132536158,2016-04-07,"Chicago, IL",within a few hours,100%,100%,t,North Lawndale,2,2,"['email', 'phone']",t,t,North Lawndale,41.8527,-87.72157,Private room in home,Private room,2,1 shared bath,1.0,$39.00,7,1125,7,7,1125,1125,7.0,1125.0,t,0,0,0,0,9,6,0,2021-09-14,2023-10-06,5.0,4.9,4.9,4.7,4.7,4.5,5.0,f,2,0,2,0,0.33
778228133049970245,214868994,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Loop,41.87710939999999,-87.6338518,Entire rental unit,Entire home/apt,2,1 bath,1.0,$133.00,32,1125,32,365,1125,1125,349.7,1125.0,t,0,0,0,232,1,0,0,2022-11-19,2022-11-19,5.0,5.0,4.0,5.0,5.0,5.0,5.0,f,643,643,0,0,0.08
